price,house_type,house_type_2,rooms,m2,elevator,garage,neighborhood,district
268500,planta_1,interior,2,40.0,yes,no,goya,barrio_de_salamanca
997500,planta_2,exterior,2,121.0,yes,yes,goya,barrio_de_salamanca
639000,chalet,exterior,5,135.0,no,no,guindalera,barrio_de_salamanca
800000,planta_7,exterior,2,86.0,yes,yes,goya,barrio_de_salamanca
670000,planta_1,exterior,3,117.0,yes,no,lista,barrio_de_salamanca
289000,planta_6,exterior,1,60.0,yes,no,fuente_del_berro,barrio_de_salamanca
449000,planta_3,interior,3,84.0,no,no,castellana,barrio_de_salamanca
225000,planta_1,unknow,2,36.0,yes,no,fuente_del_berro,barrio_de_salamanca
370000,planta_1,exterior,2,63.0,yes,no,guindalera,barrio_de_salamanca
259000,planta_1,unknow,2,48.0,yes,no,guindalera,barrio_de_salamanca
375000,planta_6,unknow,3,54.0,yes,no,goya,barrio_de_salamanca
195000,planta_2,unknow,1,36.0,yes,no,fuente_del_berro,barrio_de_salamanca
195000,planta_1,unknow,2,40.0,no,no,fuente_del_berro,barrio_de_salamanca
735100,planta_3,exterior,2,77.0,no,no,recoletos,barrio_de_salamanca
4500000,planta_1,exterior,5,654.0,yes,no,recoletos,barrio_de_salamanca
225000,planta_3,interior,1,35.0,yes,no,goya,barrio_de_salamanca
2200000,planta_6,exterior,4,245.0,yes,no,recoletos,barrio_de_salamanca
215000,bajo,interior,1,45.0,no,no,fuente_del_berro,barrio_de_salamanca
897000,planta_3,exterior,4,113.0,yes,no,lista,barrio_de_salamanca
730000,planta_3,exterior,4,119.0,yes,yes,fuente_del_berro,barrio_de_salamanca
1900000,planta_3,exterior,2,154.0,yes,yes,recoletos,barrio_de_salamanca
430500,bajo,exterior,3,93.0,yes,no,guindalera,barrio_de_salamanca
395000,planta_2,exterior,1,35.0,yes,no,recoletos,barrio_de_salamanca
1695000,planta_2,exterior,4,199.0,yes,no,castellana,barrio_de_salamanca
1600000,planta_4,exterior,4,200.0,yes,yes,recoletos,barrio_de_salamanca
2975000,planta_4,exterior,3,225.0,yes,no,recoletos,barrio_de_salamanca
168000,planta_1,unknow,1,32.0,no,no,fuente_del_berro,barrio_de_salamanca
735100,planta_3,interior,2,71.0,yes,no,recoletos,barrio_de_salamanca
725000,planta_1,exterior,3,94.0,yes,no,castellana,barrio_de_salamanca
370000,planta_5,exterior,2,75.0,yes,no,guindalera,barrio_de_salamanca
650000,planta_5,exterior,1,75.0,yes,no,castellana,barrio_de_salamanca
450000,planta_2,interior,4,75.0,yes,no,guindalera,barrio_de_salamanca
263000,planta_4,unknow,2,56.0,no,no,guindalera,barrio_de_salamanca
285000,planta_4,interior,1,40.0,yes,no,recoletos,barrio_de_salamanca
210000,planta_1,unknow,1,38.0,no,no,guindalera,barrio_de_salamanca
299000,planta_2,unknow,3,60.0,yes,no,guindalera,barrio_de_salamanca
219000,bajo,interior,1,37.0,yes,no,castellana,barrio_de_salamanca
750000,planta_1,exterior,6,150.0,yes,no,guindalera,barrio_de_salamanca
2400000,planta_1,exterior,4,250.0,yes,yes,recoletos,barrio_de_salamanca
369000,planta_1,interior,3,107.0,yes,no,fuente_del_berro,barrio_de_salamanca
260000,planta_2,interior,1,31.0,yes,no,lista,barrio_de_salamanca
760000,planta_6,exterior,4,168.0,yes,no,fuente_del_berro,barrio_de_salamanca
580000,planta_5,exterior,2,103.0,yes,yes,guindalera,barrio_de_salamanca
2300000,planta_5,exterior,5,394.0,yes,no,goya,barrio_de_salamanca
650000,planta_2,interior,3,149.0,yes,no,fuente_del_berro,barrio_de_salamanca
855000,planta_4,exterior,4,125.0,yes,no,lista,barrio_de_salamanca
350000,bajo,interior,1,60.0,no,no,goya,barrio_de_salamanca
4500000,planta_1,exterior,8,639.0,yes,no,recoletos,barrio_de_salamanca
170000,planta_-1,exterior,2,65.0,no,no,fuente_del_berro,barrio_de_salamanca
1750000,planta_2,exterior,4,184.0,yes,no,lista,barrio_de_salamanca
349000,planta_6,interior,2,55.0,yes,no,lista,barrio_de_salamanca
830000,planta_1,exterior,4,169.0,yes,no,lista,barrio_de_salamanca
629999,planta_1,exterior,2,117.0,yes,no,guindalera,barrio_de_salamanca
339000,planta_2,interior,1,60.0,yes,no,castellana,barrio_de_salamanca
400000,planta_6,exterior,2,78.0,yes,no,fuente_del_berro,barrio_de_salamanca
820000,planta_4,interior,2,91.0,yes,no,recoletos,barrio_de_salamanca
590000,planta_1,exterior,4,148.0,yes,no,guindalera,barrio_de_salamanca
334000,planta_7,interior,1,59.0,yes,no,lista,barrio_de_salamanca
650000,planta_3,exterior,3,75.0,yes,no,goya,barrio_de_salamanca
690000,planta_5,exterior,3,124.0,yes,yes,fuente_del_berro,barrio_de_salamanca
2700000,planta_2,exterior,4,288.0,yes,no,lista,barrio_de_salamanca
1300000,planta_2,exterior,3,183.0,yes,no,lista,barrio_de_salamanca
735000,planta_2,exterior,1,65.0,yes,yes,recoletos,barrio_de_salamanca
550000,planta_2,exterior,1,72.0,yes,yes,lista,barrio_de_salamanca
648000,planta_3,exterior,4,144.0,yes,no,guindalera,barrio_de_salamanca
1140000,planta_1,exterior,3,152.0,yes,no,goya,barrio_de_salamanca
490000,planta_7,exterior,3,99.0,yes,no,guindalera,barrio_de_salamanca
1195000,planta_4,exterior,3,150.0,yes,no,goya,barrio_de_salamanca
2000000,planta_4,exterior,3,176.0,yes,no,lista,barrio_de_salamanca
1650000,planta_1,exterior,3,150.0,yes,no,castellana,barrio_de_salamanca
550000,planta_4,exterior,1,56.0,yes,no,recoletos,barrio_de_salamanca
575000,planta_9,exterior,2,60.0,yes,no,recoletos,barrio_de_salamanca
1750000,planta_2,exterior,4,200.0,yes,no,castellana,barrio_de_salamanca
1520000,planta_3,exterior,3,163.0,yes,no,castellana,barrio_de_salamanca
1500000,planta_2,exterior,3,145.0,yes,no,recoletos,barrio_de_salamanca
1200000,planta_3,exterior,3,160.0,yes,no,castellana,barrio_de_salamanca
359000,bajo,exterior,2,74.0,yes,no,guindalera,barrio_de_salamanca
355000,planta_7,exterior,1,50.0,yes,no,goya,barrio_de_salamanca
560000,planta_2,exterior,4,116.0,yes,no,guindalera,barrio_de_salamanca
560000,planta_3,exterior,3,116.0,yes,no,fuente_del_berro,barrio_de_salamanca
149000,sotano,interior,1,29.0,yes,no,fuente_del_berro,barrio_de_salamanca
300000,bajo,exterior,1,51.0,yes,no,goya,barrio_de_salamanca
425000,planta_4,interior,1,54.0,yes,no,goya,barrio_de_salamanca
290000,planta_2,interior,2,38.0,no,no,goya,barrio_de_salamanca
960000,planta_2,exterior,1,90.0,yes,yes,recoletos,barrio_de_salamanca
367000,planta_5,exterior,1,45.0,yes,yes,goya,barrio_de_salamanca
630000,planta_2,exterior,3,82.0,no,no,recoletos,barrio_de_salamanca
365000,planta_1,interior,6,89.0,yes,no,fuente_del_berro,barrio_de_salamanca
820000,planta_3,exterior,3,152.0,yes,no,goya,barrio_de_salamanca
348000,bajo,exterior,2,85.0,yes,no,guindalera,barrio_de_salamanca
355000,entreplanta,exterior,3,83.0,yes,no,guindalera,barrio_de_salamanca
1395000,planta_6,exterior,3,150.0,yes,no,goya,barrio_de_salamanca
475000,planta_4,exterior,1,35.0,yes,no,recoletos,barrio_de_salamanca
850000,planta_2,interior,4,165.0,yes,no,goya,barrio_de_salamanca
1450000,planta_2,exterior,3,235.0,yes,yes,castellana,barrio_de_salamanca
295000,planta_4,interior,1,46.0,yes,no,goya,barrio_de_salamanca
389500,planta_6,interior,2,60.0,yes,no,goya,barrio_de_salamanca
4200000,planta_2,exterior,5,405.0,yes,no,recoletos,barrio_de_salamanca
430500,planta_1,exterior,3,93.0,yes,no,guindalera,barrio_de_salamanca
2500000,planta_2,exterior,3,250.0,yes,no,recoletos,barrio_de_salamanca
1500000,planta_1,exterior,4,162.0,yes,no,castellana,barrio_de_salamanca
800000,planta_7,exterior,4,129.0,yes,no,goya,barrio_de_salamanca
1500000,planta_2,exterior,4,160.0,yes,no,recoletos,barrio_de_salamanca
310000,planta_6,interior,1,40.0,yes,no,castellana,barrio_de_salamanca
450000,planta_3,exterior,3,86.0,yes,no,fuente_del_berro,barrio_de_salamanca
550000,planta_3,exterior,1,90.0,yes,no,goya,barrio_de_salamanca
240000,planta_1,exterior,3,51.0,no,no,guindalera,barrio_de_salamanca
850000,planta_4,exterior,6,133.0,yes,yes,goya,barrio_de_salamanca
410000,planta_3,exterior,1,60.0,yes,yes,fuente_del_berro,barrio_de_salamanca
525000,planta_2,exterior,2,83.0,yes,no,fuente_del_berro,barrio_de_salamanca
298000,planta_4,interior,1,58.0,yes,no,lista,barrio_de_salamanca
295000,planta_5,interior,1,38.0,yes,no,lista,barrio_de_salamanca
320000,bajo,exterior,1,70.0,yes,no,fuente_del_berro,barrio_de_salamanca
410000,planta_6,interior,4,100.0,yes,no,fuente_del_berro,barrio_de_salamanca
780000,planta_8,exterior,4,202.0,yes,no,guindalera,barrio_de_salamanca
230000,planta_7,exterior,1,37.0,yes,no,goya,barrio_de_salamanca
700000,bajo,interior,3,115.0,yes,no,guindalera,barrio_de_salamanca
395000,planta_4,interior,2,70.0,yes,no,lista,barrio_de_salamanca
293000,planta_1,exterior,1,63.0,yes,no,guindalera,barrio_de_salamanca
420000,planta_3,interior,3,65.0,yes,no,goya,barrio_de_salamanca
599800,bajo,exterior,2,97.0,yes,no,lista,barrio_de_salamanca
1700000,planta_3,exterior,4,248.0,yes,yes,recoletos,barrio_de_salamanca
4500000,planta_3,exterior,5,416.0,yes,yes,castellana,barrio_de_salamanca
620000,planta_2,exterior,1,62.0,yes,no,castellana,barrio_de_salamanca
885000,planta_2,exterior,3,151.0,yes,no,goya,barrio_de_salamanca
1690000,planta_1,exterior,4,193.0,yes,no,goya,barrio_de_salamanca
845000,planta_2,exterior,3,120.0,yes,no,lista,barrio_de_salamanca
1090000,planta_7,exterior,2,130.0,yes,no,goya,barrio_de_salamanca
1890000,planta_4,exterior,4,260.0,yes,no,recoletos,barrio_de_salamanca
2450000,planta_2,exterior,7,450.0,yes,yes,castellana,barrio_de_salamanca
1200000,planta_2,exterior,3,150.0,yes,no,castellana,barrio_de_salamanca
2200000,planta_2,exterior,2,247.0,no,no,recoletos,barrio_de_salamanca
1100000,planta_5,exterior,4,159.0,yes,no,lista,barrio_de_salamanca
1250000,planta_2,exterior,3,140.0,yes,no,castellana,barrio_de_salamanca
2050000,planta_1,exterior,5,274.0,yes,yes,castellana,barrio_de_salamanca
830000,planta_7,exterior,1,84.0,yes,yes,recoletos,barrio_de_salamanca
750000,planta_1,interior,2,120.0,yes,no,lista,barrio_de_salamanca
2200000,planta_5,exterior,5,271.0,yes,yes,castellana,barrio_de_salamanca
500000,planta_4,exterior,3,80.0,yes,no,fuente_del_berro,barrio_de_salamanca
1240000,planta_2,exterior,3,130.0,yes,no,lista,barrio_de_salamanca
1150000,planta_1,exterior,4,185.0,yes,no,castellana,barrio_de_salamanca
1550000,planta_2,interior,3,170.0,yes,no,recoletos,barrio_de_salamanca
1850000,planta_1,exterior,7,389.0,yes,yes,lista,barrio_de_salamanca
1170000,planta_5,interior,2,127.0,yes,no,recoletos,barrio_de_salamanca
1390000,planta_3,exterior,3,133.0,yes,no,recoletos,barrio_de_salamanca
1650000,planta_5,exterior,3,157.0,yes,no,recoletos,barrio_de_salamanca
540000,planta_5,interior,2,93.0,yes,no,goya,barrio_de_salamanca
650000,planta_1,interior,2,104.0,yes,no,goya,barrio_de_salamanca
310000,planta_2,interior,1,42.0,yes,no,castellana,barrio_de_salamanca
730000,planta_2,interior,2,90.0,yes,no,goya,barrio_de_salamanca
1800000,planta_5,exterior,5,209.0,yes,yes,recoletos,barrio_de_salamanca
435000,planta_1,interior,1,75.0,yes,no,castellana,barrio_de_salamanca
690000,planta_6,interior,1,87.0,yes,no,recoletos,barrio_de_salamanca
599000,entreplanta,exterior,3,107.0,yes,no,guindalera,barrio_de_salamanca
2150000,planta_1,exterior,4,300.0,yes,yes,castellana,barrio_de_salamanca
266100,planta_1,exterior,4,100.0,yes,no,guindalera,barrio_de_salamanca
760000,planta_1,exterior,2,85.0,yes,no,castellana,barrio_de_salamanca
245000,planta_3,interior,1,42.0,yes,no,goya,barrio_de_salamanca
835000,planta_3,exterior,2,111.0,yes,yes,recoletos,barrio_de_salamanca
1770000,planta_6,exterior,2,231.0,yes,no,goya,barrio_de_salamanca
820000,planta_4,exterior,4,110.0,yes,no,lista,barrio_de_salamanca
298000,planta_4,interior,1,40.0,yes,no,goya,barrio_de_salamanca
1090000,planta_1,exterior,4,181.0,yes,yes,lista,barrio_de_salamanca
950000,planta_8,exterior,5,214.0,yes,no,guindalera,barrio_de_salamanca
1500000,planta_5,exterior,4,178.0,yes,no,recoletos,barrio_de_salamanca
2000000,planta_2,exterior,3,175.0,yes,yes,recoletos,barrio_de_salamanca
1800000,planta_5,exterior,5,220.0,yes,no,recoletos,barrio_de_salamanca
2200000,planta_3,exterior,2,247.0,yes,no,recoletos,barrio_de_salamanca
3560000,planta_3,exterior,3,306.0,yes,no,recoletos,barrio_de_salamanca
500000,planta_5,exterior,2,80.0,yes,no,lista,barrio_de_salamanca
1250000,planta_3,exterior,5,223.0,yes,no,castellana,barrio_de_salamanca
1180000,planta_5,exterior,3,175.0,yes,yes,goya,barrio_de_salamanca
450000,planta_9,interior,1,59.0,yes,no,lista,barrio_de_salamanca
1080000,planta_2,exterior,3,129.0,yes,no,goya,barrio_de_salamanca
449000,bajo,exterior,2,105.0,yes,yes,fuente_del_berro,barrio_de_salamanca
799000,planta_3,exterior,2,112.0,no,no,goya,barrio_de_salamanca
430000,bajo,interior,2,65.0,no,no,lista,barrio_de_salamanca
1320000,planta_2,interior,3,152.0,yes,yes,recoletos,barrio_de_salamanca
2750000,planta_8,exterior,5,302.0,yes,yes,castellana,barrio_de_salamanca
585000,planta_6,exterior,3,107.0,yes,no,guindalera,barrio_de_salamanca
1100000,planta_4,exterior,6,244.0,yes,yes,lista,barrio_de_salamanca
2150000,planta_3,exterior,3,171.0,yes,yes,castellana,barrio_de_salamanca
359000,planta_3,exterior,2,72.0,no,no,guindalera,barrio_de_salamanca
299900,planta_4,interior,3,70.0,yes,no,fuente_del_berro,barrio_de_salamanca
900000,planta_1,exterior,5,225.0,yes,no,guindalera,barrio_de_salamanca
1700000,planta_6,exterior,3,215.0,yes,no,goya,barrio_de_salamanca
2750000,planta_8,exterior,5,300.0,yes,yes,castellana,barrio_de_salamanca
590000,planta_6,exterior,3,100.0,yes,no,lista,barrio_de_salamanca
2890000,planta_6,interior,3,234.0,yes,no,goya,barrio_de_salamanca
550000,planta_5,exterior,2,94.0,yes,no,goya,barrio_de_salamanca
540000,entreplanta,exterior,4,110.0,yes,no,castellana,barrio_de_salamanca
1300000,planta_1,exterior,3,128.0,yes,no,castellana,barrio_de_salamanca
1550000,planta_2,exterior,5,320.0,yes,no,goya,barrio_de_salamanca
255000,planta_1,interior,1,39.0,yes,no,lista,barrio_de_salamanca
3450000,planta_6,exterior,6,400.0,yes,yes,recoletos,barrio_de_salamanca
590000,planta_2,exterior,3,90.0,yes,no,goya,barrio_de_salamanca
230000,planta_-1,exterior,2,48.0,yes,no,fuente_del_berro,barrio_de_salamanca
665000,planta_1,exterior,2,122.0,yes,no,lista,barrio_de_salamanca
2800000,planta_5,exterior,5,299.0,yes,yes,goya,barrio_de_salamanca
5500000,planta_1,exterior,8,500.0,yes,yes,recoletos,barrio_de_salamanca
460000,planta_1,exterior,3,113.0,yes,no,guindalera,barrio_de_salamanca
5300000,planta_6,exterior,2,656.0,yes,yes,castellana,barrio_de_salamanca
650000,planta_1,exterior,2,74.0,yes,no,castellana,barrio_de_salamanca
610000,planta_2,exterior,3,98.0,yes,no,lista,barrio_de_salamanca
459000,planta_3,interior,3,84.0,no,no,castellana,barrio_de_salamanca
890000,planta_2,interior,4,239.0,yes,no,fuente_del_berro,barrio_de_salamanca
1125000,planta_3,exterior,2,106.0,yes,no,goya,barrio_de_salamanca
399500,planta_5,interior,1,50.0,yes,no,castellana,barrio_de_salamanca
420000,planta_6,exterior,2,74.0,yes,yes,guindalera,barrio_de_salamanca
2150000,planta_2,exterior,4,264.0,yes,no,recoletos,barrio_de_salamanca
4450000,planta_2,exterior,8,528.0,yes,no,recoletos,barrio_de_salamanca
1200000,planta_6,exterior,4,136.0,yes,no,castellana,barrio_de_salamanca
1250000,planta_7,exterior,3,116.0,yes,no,castellana,barrio_de_salamanca
649000,planta_5,exterior,2,69.0,yes,no,lista,barrio_de_salamanca
750000,planta_2,interior,2,121.0,yes,no,lista,barrio_de_salamanca
2650000,planta_6,exterior,4,247.0,yes,no,castellana,barrio_de_salamanca
670000,planta_3,exterior,2,102.0,yes,no,goya,barrio_de_salamanca
580000,planta_4,exterior,3,120.0,yes,no,guindalera,barrio_de_salamanca
450000,planta_7,exterior,3,107.0,yes,no,guindalera,barrio_de_salamanca
2000000,planta_1,exterior,4,200.0,yes,no,recoletos,barrio_de_salamanca
435000,planta_2,exterior,1,60.0,yes,no,recoletos,barrio_de_salamanca
369000,entreplanta,interior,3,75.0,yes,no,lista,barrio_de_salamanca
300000,planta_4,exterior,1,52.0,yes,no,guindalera,barrio_de_salamanca
2100000,planta_5,exterior,4,291.0,yes,yes,recoletos,barrio_de_salamanca
2200000,planta_6,exterior,4,320.0,yes,yes,castellana,barrio_de_salamanca
929000,planta_2,exterior,3,152.0,yes,no,goya,barrio_de_salamanca
950000,bajo,exterior,2,112.0,yes,no,castellana,barrio_de_salamanca
349000,planta_6,exterior,2,48.0,yes,no,lista,barrio_de_salamanca
880000,planta_5,exterior,2,112.0,yes,no,goya,barrio_de_salamanca
466500,planta_2,interior,3,79.0,yes,no,fuente_del_berro,barrio_de_salamanca
1750000,planta_5,exterior,4,209.0,yes,no,castellana,barrio_de_salamanca
420000,planta_7,exterior,1,75.0,yes,no,lista,barrio_de_salamanca
2550000,planta_2,exterior,4,222.0,yes,yes,recoletos,barrio_de_salamanca
399000,planta_1,interior,2,65.0,yes,no,goya,barrio_de_salamanca
7000000,planta_4,exterior,6,650.0,yes,no,recoletos,barrio_de_salamanca
495000,planta_3,interior,2,97.0,yes,yes,castellana,barrio_de_salamanca
720000,planta_5,exterior,2,97.0,yes,no,goya,barrio_de_salamanca
670000,bajo,exterior,2,97.0,yes,no,goya,barrio_de_salamanca
935000,planta_5,exterior,2,194.0,yes,no,castellana,barrio_de_salamanca
399000,planta_1,unknow,2,54.0,yes,no,castellana,barrio_de_salamanca
795000,semi-sotano,exterior,4,146.0,yes,no,recoletos,barrio_de_salamanca
495000,planta_4,interior,2,97.0,yes,yes,castellana,barrio_de_salamanca
430000,planta_2,exterior,1,51.0,yes,no,goya,barrio_de_salamanca
1280000,planta_5,exterior,3,201.0,yes,no,goya,barrio_de_salamanca
1100000,planta_2,exterior,2,104.0,yes,yes,castellana,barrio_de_salamanca
1100000,planta_1,exterior,4,168.0,yes,no,castellana,barrio_de_salamanca
2495000,planta_8,exterior,4,181.0,yes,no,castellana,barrio_de_salamanca
1300000,planta_5,exterior,3,196.0,yes,no,lista,barrio_de_salamanca
1550000,planta_2,exterior,3,180.0,yes,no,castellana,barrio_de_salamanca
2400000,planta_1,exterior,3,251.0,yes,no,recoletos,barrio_de_salamanca
1195000,planta_1,exterior,4,240.0,yes,no,goya,barrio_de_salamanca
395000,bajo,interior,1,66.0,yes,no,goya,barrio_de_salamanca
280000,bajo,exterior,2,47.0,yes,no,goya,barrio_de_salamanca
720000,planta_7,exterior,3,105.0,yes,no,goya,barrio_de_salamanca
7500000,planta_7,exterior,5,565.0,yes,yes,castellana,barrio_de_salamanca
396000,semi-sotano,exterior,1,81.0,yes,no,recoletos,barrio_de_salamanca
599000,planta_2,exterior,5,205.0,yes,no,guindalera,barrio_de_salamanca
4500000,planta_2,exterior,4,373.0,yes,no,castellana,barrio_de_salamanca
5100000,planta_4,exterior,3,379.0,yes,no,castellana,barrio_de_salamanca
950000,planta_6,exterior,2,90.0,yes,no,castellana,barrio_de_salamanca
260000,planta_4,exterior,1,47.0,yes,no,guindalera,barrio_de_salamanca
430000,planta_2,exterior,3,100.0,yes,no,fuente_del_berro,barrio_de_salamanca
2480000,planta_3,exterior,4,275.0,yes,yes,recoletos,barrio_de_salamanca
2750000,planta_2,exterior,5,293.0,yes,no,recoletos,barrio_de_salamanca
3450000,planta_4,exterior,3,251.0,yes,yes,recoletos,barrio_de_salamanca
990000,planta_2,exterior,3,140.0,yes,no,lista,barrio_de_salamanca
1550000,planta_2,exterior,3,169.0,yes,no,recoletos,barrio_de_salamanca
1590000,planta_2,interior,2,148.0,yes,no,recoletos,barrio_de_salamanca
2950000,planta_4,exterior,5,444.0,yes,yes,castellana,barrio_de_salamanca
790000,entreplanta,exterior,2,128.0,yes,no,recoletos,barrio_de_salamanca
4200000,planta_6,exterior,3,293.0,yes,no,recoletos,barrio_de_salamanca
1750000,planta_5,exterior,3,209.0,yes,no,castellana,barrio_de_salamanca
385700,planta_2,interior,1,60.0,yes,no,castellana,barrio_de_salamanca
4750000,planta_3,exterior,3,390.0,yes,no,castellana,barrio_de_salamanca
5100000,planta_2,exterior,3,392.0,yes,no,castellana,barrio_de_salamanca
655000,planta_5,interior,1,89.0,yes,no,goya,barrio_de_salamanca
11200000,planta_6,exterior,5,735.0,yes,no,castellana,barrio_de_salamanca
815000,planta_3,exterior,3,95.0,yes,yes,goya,barrio_de_salamanca
2300000,planta_3,exterior,4,307.0,yes,no,castellana,barrio_de_salamanca
879000,planta_5,exterior,3,195.0,yes,yes,lista,barrio_de_salamanca
690000,planta_1,exterior,3,117.0,yes,no,lista,barrio_de_salamanca
585000,planta_3,exterior,3,90.0,yes,no,lista,barrio_de_salamanca
1195000,planta_3,exterior,4,240.0,yes,no,guindalera,barrio_de_salamanca
860000,planta_2,exterior,4,154.0,yes,no,lista,barrio_de_salamanca
995000,chalet,exterior,3,278.0,no,no,guindalera,barrio_de_salamanca
4500000,planta_3,exterior,4,400.0,yes,yes,castellana,barrio_de_salamanca
1100000,planta_3,exterior,3,115.0,yes,no,goya,barrio_de_salamanca
695000,bajo,exterior,2,80.0,yes,no,goya,barrio_de_salamanca
485000,bajo,exterior,1,79.0,no,no,recoletos,barrio_de_salamanca
449000,bajo,exterior,2,80.0,yes,yes,fuente_del_berro,barrio_de_salamanca
480000,planta_2,interior,2,76.0,yes,no,goya,barrio_de_salamanca
305000,planta_2,interior,1,48.0,yes,no,guindalera,barrio_de_salamanca
825000,planta_4,exterior,1,86.0,yes,no,castellana,barrio_de_salamanca
1300000,planta_1,exterior,8,245.0,yes,no,lista,barrio_de_salamanca
1195000,planta_1,exterior,4,240.0,yes,no,guindalera,barrio_de_salamanca
3900000,planta_4,exterior,4,320.0,yes,no,castellana,barrio_de_salamanca
1195000,planta_3,exterior,4,240.0,yes,no,fuente_del_berro,barrio_de_salamanca
325000,planta_3,exterior,1,43.0,yes,no,goya,barrio_de_salamanca
4200000,planta_6,exterior,5,471.0,yes,yes,recoletos,barrio_de_salamanca
424000,planta_5,interior,2,71.0,yes,no,goya,barrio_de_salamanca
995000,casa,exterior,3,278.0,no,no,guindalera,barrio_de_salamanca
2900000,planta_4,exterior,5,445.0,yes,yes,recoletos,barrio_de_salamanca
550000,planta_4,exterior,4,101.0,yes,no,fuente_del_berro,barrio_de_salamanca
470000,planta_8,exterior,3,107.0,yes,yes,guindalera,barrio_de_salamanca
2450000,planta_7,exterior,7,252.0,yes,no,castellana,barrio_de_salamanca
2990000,planta_5,exterior,2,260.0,yes,yes,recoletos,barrio_de_salamanca
920000,planta_5,exterior,3,161.0,yes,no,castellana,barrio_de_salamanca
650000,planta_1,exterior,4,101.0,yes,no,lista,barrio_de_salamanca
695000,planta_2,exterior,2,75.0,yes,no,lista,barrio_de_salamanca
580000,planta_2,exterior,4,126.0,yes,no,fuente_del_berro,barrio_de_salamanca
895000,planta_3,exterior,5,227.0,yes,no,goya,barrio_de_salamanca
720000,planta_4,exterior,3,105.0,yes,no,goya,barrio_de_salamanca
1305000,planta_5,exterior,4,196.0,yes,yes,goya,barrio_de_salamanca
670000,planta_5,exterior,2,82.0,yes,no,lista,barrio_de_salamanca
1600000,planta_6,exterior,4,227.0,yes,yes,lista,barrio_de_salamanca
1650000,planta_6,exterior,2,119.0,yes,no,recoletos,barrio_de_salamanca
1299000,planta_3,exterior,4,211.0,yes,no,goya,barrio_de_salamanca
4350000,planta_6,exterior,3,317.0,yes,no,recoletos,barrio_de_salamanca
820000,planta_4,exterior,4,114.0,yes,no,goya,barrio_de_salamanca
330000,planta_3,interior,2,65.0,no,no,lista,barrio_de_salamanca
1850000,planta_1,exterior,3,220.0,yes,no,recoletos,barrio_de_salamanca
2550000,planta_2,exterior,4,272.0,yes,no,recoletos,barrio_de_salamanca
314000,bajo,exterior,1,65.0,yes,no,lista,barrio_de_salamanca
659000,planta_6,exterior,2,107.0,yes,no,goya,barrio_de_salamanca
1590000,planta_3,exterior,3,153.0,yes,no,recoletos,barrio_de_salamanca
4400000,planta_7,exterior,4,498.0,yes,no,castellana,barrio_de_salamanca
3950000,planta_1,exterior,5,440.0,yes,yes,castellana,barrio_de_salamanca
540000,bajo,exterior,2,130.0,yes,no,guindalera,barrio_de_salamanca
795000,planta_1,exterior,1,159.0,yes,no,guindalera,barrio_de_salamanca
299000,bajo,interior,2,47.0,no,no,lista,barrio_de_salamanca
2550000,planta_3,exterior,3,265.0,yes,no,recoletos,barrio_de_salamanca
605000,planta_3,interior,1,85.0,yes,no,goya,barrio_de_salamanca
599000,entreplanta,exterior,3,168.0,yes,yes,guindalera,barrio_de_salamanca
1150000,planta_6,exterior,2,110.0,yes,no,recoletos,barrio_de_salamanca
1250000,planta_4,exterior,4,166.0,yes,no,castellana,barrio_de_salamanca
395000,planta_2,interior,1,52.0,no,no,castellana,barrio_de_salamanca
1300000,planta_5,exterior,3,196.0,yes,yes,goya,barrio_de_salamanca
1560000,planta_5,exterior,3,210.0,yes,no,castellana,barrio_de_salamanca
1340000,planta_3,exterior,3,163.0,yes,no,recoletos,barrio_de_salamanca
190000,bajo,exterior,1,54.0,no,no,fuente_del_berro,barrio_de_salamanca
1150000,planta_6,exterior,2,130.0,yes,no,goya,barrio_de_salamanca
735100,planta_3,interior,2,80.0,yes,no,recoletos,barrio_de_salamanca
475000,planta_3,exterior,4,116.0,yes,no,guindalera,barrio_de_salamanca
2350000,planta_4,exterior,3,230.0,yes,no,recoletos,barrio_de_salamanca
305000,planta_2,interior,1,49.0,yes,no,guindalera,barrio_de_salamanca
940000,planta_3,exterior,3,182.0,yes,yes,goya,barrio_de_salamanca
830000,planta_1,exterior,4,105.0,yes,no,lista,barrio_de_salamanca
1400000,planta_1,exterior,5,176.0,yes,no,castellana,barrio_de_salamanca
390000,bajo,interior,3,83.0,yes,no,goya,barrio_de_salamanca
2600000,planta_4,exterior,4,258.0,yes,no,recoletos,barrio_de_salamanca
140000,bajo,exterior,1,59.0,yes,no,guindalera,barrio_de_salamanca
690000,planta_6,interior,1,83.0,yes,yes,recoletos,barrio_de_salamanca
599000,planta_4,exterior,4,145.0,yes,no,guindalera,barrio_de_salamanca
1145000,planta_4,exterior,5,251.0,yes,yes,guindalera,barrio_de_salamanca
1625000,planta_6,exterior,2,212.0,yes,no,goya,barrio_de_salamanca
1235000,planta_1,exterior,3,174.0,yes,no,goya,barrio_de_salamanca
1450000,planta_5,exterior,2,137.0,yes,no,goya,barrio_de_salamanca
785000,planta_1,exterior,6,155.0,yes,no,goya,barrio_de_salamanca
750000,planta_1,interior,2,121.0,yes,no,lista,barrio_de_salamanca
600000,planta_5,exterior,3,93.0,yes,no,lista,barrio_de_salamanca
